Codigo;Componente;Tema;Articulo;Texto_Articulo;Activo
ORD-380;Normas de arquitectura y construcción;Tratamiento y eliminación de basuras.;Artículo 380;"1. La recolección y almacenamiento de basuras para posterior retirada por los servicios de
carácter público, se realizará en forma que quede a salvo de la vista y exenta de olores.
2. Cuando no se realice este servicio con carácter público, habrá que contar con medios
adecuados de recolección, transporte almacenamiento y disposición final mediante
procedimientos eficaces garantizando en todo caso la desaparición de restos orgánicos y que
no se contamine ni afecte al medio ambiente.
3. En ningún caso será menor a 2.00 m2 con un lado mínimo de 1.00 m. El volumen de los
contenedores que determinará el tamaño del sitio, se calculará a razón de 0.02 m3 por
habitación.";Sí
ORD-381;Normas de arquitectura y construcción;Estacionamientos.;Artículo 381;"El número de puestos de estacionamientos para edificios de alojamiento se calculará de acuerdo a lo
especificado en el Capítulo IV, Sección Décima Tercera de esta Ordenanza.";Sí
ORD-382;Normas de arquitectura y construcción;Condiciones específicas.;Artículo 382;"Las condiciones mínimas para hoteles, hostales, pensiones, moteles y otros establecimientos afines
según su categoría, se regirán a todo lo dispuesto para cada caso en particular por el Ministerio de
Turismo del Ecuador, sin perjuicio de las disposiciones señaladas en esta Sección.";Sí
ORD-383;Normas de arquitectura y construcción;Alcance.;Artículo 383;"Además de las normas señaladas en el presente instrumento jurídico, cumplirán con las disposiciones
de esta Sección, los edificios o locales que se destinen, construyan o se adapten para teatros, cines,
salas de conciertos, auditorios y otros locales de uso similar.";Sí
ORD-384;Normas de arquitectura y construcción;Permiso de funcionamiento.;Artículo 384;"Ninguna de las edificaciones señaladas en el artículo anterior podrá abrirse al público antes de obtener
el permiso de funcionamiento extendido por la Autoridad Municipal respectiva, previa inspección y
aprobación de la obra y demás instalaciones.";Sí
ORD-385;Normas de arquitectura y construcción;Edificios existentes.;Artículo 385;A partir de la vigencia de la presente Ordenanza, todos los edificios existentes deben sujetarse a las;Sí
ORD-386;Normas de arquitectura y construcción;Categorías (por capacidad).;Artículo 386;"De acuerdo a su capacidad, las edificaciones se dividen en cuatro categorías:
Primera: Capacidad superior o igual a 1.000 espectadores, tendrán sus accesos principales a dos
calles o espacios públicos de ancho no menor a 16.00 m.
Segunda: Capacidad entre 500 y 999 espectadores, tendrán un frente a una calle de ancho no menor
a 14.00 m. y uno de sus costados con acceso directo a la calle.
Tercera: Capacidad entre 200 hasta 499 espectadores, los accesos principales podrán estar alejados
de la calle o espacio público, siempre que se comunique a éstos por dos pasajes de ancho no menor a
6.00 m., con salidas en sus dos extremos.
Cuarta: Capacidad mayor o igual entre 50 y 199 espectadores.";Sí
ORD-387;Normas de arquitectura y construcción;Tipo de construcción.;Artículo 387;"Los locales de espectáculos cumplirán con todas las disposiciones pertinentes del Capítulo III,
especifican en el Reglamento de Protección Contra Incendios del Cuerpo de Bomberos de Riobamba.
Se permitirá el uso de la madera únicamente en el acabado del local: escenario, puertas y ventanas.";Sí
ORD-388;Normas de arquitectura y construcción;Altura libre.;Artículo 388;"La altura libre en cualquier punto del local, medida desde el nivel de piso hasta el cielo raso, será de
3.00 m. como mínimo.";Sí
ORD-389;Normas de arquitectura y construcción;Ventilación.;Artículo 389;"El volumen mínimo del local se calculará a razón de 7.00 m3 por espectador o asistente; debiendo
asegurarse en todo caso un perfecto sistema de ventilación, sea esta natural o mecánica, que asegure
la permanente pureza y renovación del aire de por lo menos cuatro veces en una hora.
Se sujetarán a lo dispuesto en la Sección Segunda del Capítulo III, “Iluminación y Ventilación de
Locales” de la presente Ordenanza.";Sí
ORD-390;Normas de arquitectura y construcción;Iluminación de seguridad.;Artículo 390;"Además de la necesaria iluminación conveniente para el funcionamiento del local, deberá proveerse
a éste con un sistema independiente de iluminación de seguridad para todas las puertas, corredores o
pasillos de las salidas de emergencia. Esta iluminación permanecerá en servicio todo el tiempo que
dure el desarrollo del espectáculo o función.";Sí
ORD-391;Normas de arquitectura y construcción;Visibilidad en espectáculos.;Artículo 391;"Los locales se construirán de tal modo que todos los espectadores, incluida la zona destinada para
sillas de ruedas, tengan una perfecta visibilidad desde cualquier punto de la sala, hacia la totalidad
del área donde se desarrolle el espectáculo.";Sí
ORD-392;Normas de arquitectura y construcción;Condiciones acústicas.;Artículo 392;"Los escenarios, vestidores, bodegas, talleres, cuartos de máquina y casetas de proyección de salas de
espectáculos, deberán aislarse del área destinada a los concurrentes, mediante elementos o materiales
que impida la transmisión del ruido de las vibraciones.
Las salas destinadas a esta clase de espectáculos deberán garantizar la buena audición en todos sus
sectores, utilizando en caso necesario placas acústicas que eviten el eco y la deformación del sonido.
En los cines es necesario un espacio de 0.90 m. de fondo mínimo entre la pantalla y los altavoces.";Sí
ORD-393;Normas de arquitectura y construcción;Cálculo de la isóptica.;Artículo 393;"La visibilidad se calculará usando el cálculo de isópticos, en base de una constante “k” que es el
resultado de una diferencia de niveles entre el ojo de una persona y la parte superior de la cabeza del
espectador situado en la fila inmediata inferior. Esta constante tendrá un valor mínimo de doce (12)
centímetros.";Sí
ORD-394;Normas de arquitectura y construcción;Otros sistemas de trazo de isópticos.;Artículo 394;"Para el cálculo de la visibilidad podrán usarse cualquier otro sistema de trazo, siempre y cuando se
demuestre que la visibilidad obtenida cumpla con todo lo especificado en esta sección.";Sí
ORD-395;Normas de arquitectura y construcción;Nivel de piso.;Artículo 395;"Para el cálculo del nivel de piso en cada fila de espectadores, se considerará que la altura entre los
ojos del espectador y el piso, es de 1.10 m. cuando éste se encuentre en posición sentado y de 1.70
m. cuando los espectadores se encuentren de pie.";Sí
ORD-396;Normas de arquitectura y construcción;Cálculo de isóptica en locales de planta horizontal.;Artículo 396;"Para el cálculo de la isóptica en locales donde el espectáculo se desarrolle en un plano horizontal, se
preverá que el nivel de los ojos de los espectadores no sea inferior a ninguna fila, al del plano en que
se efectúe el espectáculo y, el trazo de la isóptica, se realizará después del punto extremo del
proscenio, cancha, límite más cercano a los espectadores o del punto de visibilidad más crítico.";Sí
ORD-397;Normas de arquitectura y construcción;Cálculo de isópticos en cines.;Artículo 397;"Para los locales destinados a cines. El ángulo vertical formado por la visual del espectador y una línea
normal a la pantalla en el centro de la misma, no podrá exceder a 30º y el trazo de la isóptica se
efectuará a partir del extremo inferior de la pantalla.";Sí
ORD-398;Normas de arquitectura y construcción;Puertas.;Artículo 398;"Las puertas cumplirán con las siguientes condiciones:
a. Las puertas principales de acceso, comunicarán directamente con la calle o con pórticos,
portales o arquerías abiertas a dichas calles y estarán a nivel de la acera a la que comunicarán
sin interposición de gradas.
b. Las puertas para los otros frentes tendrán un ancho mínimo equivalente a 2/3 del que resultare
necesario para la calle o frente principal.
c. Para los locales de primera categoría será indispensable la colocación de tres puertas en su
frente principal como mínimo, y para los de segunda categoría, dos sin perjuicio de que el
vano pueda ser uno solo.
d. Se prohíbe la colocación de puertas giratorias.
e. Las boleterías o puestos de venta, no deben impedir el fácil acceso y evacuación del público.
f. El número mínimo de salidas que debe haber en cada piso o localidad se especifica en el
siguiente cuadro:
Número de espectadores en cada
Número mínimo de
Ancho mínimo de puertas
piso
salidas
> o = 49
2
1.20
2.40
> o = 50 < 200
2
1.20
2.40
> o = 200 < 500
2
1.80
3.60
> o = 500 < 1000
3
1.80
5.40
> o =1000*
4
1.80
7.20
* Más una salida adicional de 1.20 m. como mínimo, por cada 200 espectadores más o fracción.";Sí
ORD-399;Normas de arquitectura y construcción;Puertas de emergencia.;Artículo 399;"Las puertas de emergencia cumplirán las siguientes especificaciones:
a. Toda sala de espectáculos deberá tener por lo menos dos puertas de escape o salidas de
emergencia.
b. Se las dispondrán en forma tal que absorban áreas iguales de asientos.
c. No se dispondrán de puertas cercanas al escenario.
d. Sobre la puerta existirá un aviso luminoso con la leyenda “salida” el mismo que deberá
permanecer encendido mientras dure la función.
e. Las puertas de emergencia comunicarán directamente a los pasadizos de emergencia, los
mismos que conducirán en forma directa a la calle y permanecerán iluminados, durante toda
la función.
f. Las puertas de emergencia serán usadas también por el público para la evacuación normal de
la sala, obligándose a la empresa a dar a conocer este particular al público.
g. Las puertas de emergencia abrirán siempre hacia afuera de la sala, su oposición con el simple
empuje de los espectadores ejercido de adentro hacia fuera.
h. Deberán permitir el desalojo del local en un máximo de 3 minutos.";Sí
ORD-400;Normas de arquitectura y construcción;Ventanas.;Artículo 400;"En ninguna ventana de un local de reuniones podrán instalarse rejas, barrotes o cualquier otro objeto
que impida la salida del público por dicha abertura en caso de emergencia. Este requisito no se
aplicará a las ventanas colocadas en lugares que no estén en contacto con el público.";Sí
ORD-401;Normas de arquitectura y construcción;Pasillos.;Artículo 401;"Los corredores de circulación se sujetarán a las siguientes especificaciones:
a. Este ancho se calculará a razón de 1.20 m. por cada 200 espectadores que tengan que circular
o fracción.
b. Prohíbase la construcción de gradas en los corredores, pasillos, vestíbulos. Cualquier
diferencia de nivel se salvará por medio de planos inclinados de pendiente no mayor al 10%
por ciento.
c. No se permitirán los corredores que puedan originar corrientes encontradas de tránsito.
d. Prohíbase la colocación de kioscos, mostradores, mamparas o cualquier otro objeto o
artefacto que entorpezca la fácil y rápida evacuación del local.
e. Los corredores aumentarán su ancho en frente de los guardarropas de modo que no disminuya
el ancho mínimo correspondiente.";Sí
ORD-402;Normas de arquitectura y construcción;Pasillos interiores.;Artículo 402;"Los pasillos interiores cumplirán con las siguientes condiciones:
a. Ancho mínimo de pasillos longitudinales con asientos a los dos lados: 1.20 m.
b. Ancho mínimo de pasillos longitudinales con asientos a un solo lado: 1.00 m.
c. Podrán disponerse pasillos transversales, además del pasillo de distribución siempre y cuando
aquellos se dirijan a las puertas de salida; su ancho mínimo estará determinado por la suma
de los pasillos de ancho reglamentario que desemboquen en ellos hasta la puerta más
próxima.
d. No podrán existir salientes en los muros que den a los pasillos, hasta una altura no menor de
3.00 m., en relación al piso de los mismos.
e. Los pasillos comunicarán directamente hacia la calle o espacios públicos comunicados con
ellos.
f. Regirán para este caso, todas las demás disposiciones de la presente sección, que no se
contrapongan con las aquí señaladas.";Sí
ORD-403;Normas de arquitectura y construcción;Escaleras.;Artículo 403;"Las escaleras de estas edificaciones, cumplirán con las siguientes condiciones:
a. Se prohíbe el uso de la madera para la construcción de escaleras.
b. Ninguna escalera de uso público podrá tener un ancho menor a 1.50 m.
c. La huella mínima será de 0.30 m. y la contrahuella máxima de 0.17 m.
d. Cada tramo tendrá un máximo de 10 escalones y sus descansos una dimensión no menor al
ancho de la escalera.
e. Los tramos serán rectos. Se prohíbe el uso de escaleras compensadas o de caracol.
f. Toda escalera llevará pasamanos laterales y cuando su ancho fuere mayor a 3.60 m. tendrá
adicionalmente un doble pasamanos central, que divida en ancho de las gradas a fin de
facilitar la circulación.
g. Las localidades ubicadas en los niveles superior o inferior del vestíbulo de acceso, deberán
contar con un mínimo de 2 escaleras situadas en lados opuestos, cuando la capacidad del local
en dichos pisos fuere superior a 500 espectadores.
h. En todo caso, el ancho mínimo de escaleras, será igual a la suma de las anchuras de las
circulaciones a las que den servicio.
i.
Las escaleras que presten servicio al público, no podrán comunicar con subterráneos o pisos
en el subsuelo del edificio.
j.
No se permitirá disponer las escaleras de manera que den directamente a las de espectáculos
y pasajes.";Sí
ORD-404;Normas de arquitectura y construcción;Escenario.;Artículo 404;"El escenario estará separado totalmente de la sala y construido con materiales incombustibles,
permitiéndose únicamente el uso de la madera para el terminado de piso y artefactos de tramoya.
El escenario tendrá una salida independiente a la del público, que lo comunique directamente a la
calle. La boca de todo escenario debe estar provista de telón incombustible.
Cumplirá además con todos los requerimientos técnicos, constructivos y de control moderno en
cuanto se refiere a instalaciones eléctricas, electrónicas, de iluminación, de sonido, mecánicas, de
circulación de aire, especial, telefónica, de agua, etc.
El foso donde se ubica la orquesta deberá tener un diseño especial que considere el área suficiente
para la ubicación de músicos e instrumentos.";Sí
ORD-405;Normas de arquitectura y construcción;Camerinos.;Artículo 405;"Los camerinos cumplirán las siguientes condiciones:
a. No se permitirá otra comunicación que la boca del escenario entre aquellos y la sala de
espectáculos.
b. El área mínima será de 4.00 m2 por persona.
c. Podrán alumbrarse y ventilarse artificialmente.
d. Estarán provistos de servicios higiénicos completos y vestidores, separados para hombres y
mujeres.";Sí
ORD-406;Normas de arquitectura y construcción;Cabinas de proyección.;Artículo 406;"Las cabinas de proyección en los locales destinados a cines, cumplirán con las siguientes
especificaciones:
a. Tendrán un área mínima de 4.00 m2 por cada proyector; y una altura mínima de 2.20 m.
b. Se construirán con material incombustible y dotado interiormente con extintores de incendio.
c. Tendrán una sola puerta de acceso de material incombustible y de cierre automático. Abrirá
hacia afuera de la cabina y no podrá tener comunicación directa con la sala.
d. Las aberturas de proyección irán provistas con cortinas metálicas de cierre automático.
e. La ventilación se hará directamente al exterior de la sala.
f. Las
cabinas
estarán
dotadas
en
una
caja
para
guardar
películas, construidas con material incombustible y de cierre hermético.
g. Cumplirán además con todos los requerimientos técnicos, constructivos y de control moderno
en cuanto se refiere a instalaciones eléctricas, electrónicas, de iluminación, de sonido,
mecánicas, de circulación de aire, especial, telefónica, de agua, etc.";Sí
ORD-407;Normas de arquitectura y construcción;Butacas.;Artículo 407;"En las salas de espectáculos solo se permitirá la instalación de butacas, las mismas que reunirán las
siguientes condiciones:
a. Distancia mínima entre respaldos: 0.85 m.
b. Distancia mínima entre el frente de un asiento o el respaldo del próximo: 0.40 m.
c. La ubicación de las butacas será de tal forma que cumpla con todas las condiciones de
visibilidad especificadas en la presente Ordenanza.
d. Se retirarán todas las butacas que no ofrezcan una correcta visibilidad.
e. Las butacas se fijarán al piso, excepto las que se encuentren en palcos.
f. Los asientos serán plegadizos salvo el caso en que la distancia entre los respaldos de dos filas
consecutivas sea mayor a 1.20 m.
g. Las filas limitadas por los pasillos, tendrán un máximo de 14 butacas; y las limitadas por uno
solo, no más de 7 butacas.
h. La distancia mínima desde cualquier butaca al punto más cercano de la pantalla será la mitad
de la dimensión mayor de ésta, pero en ningún caso menor de 7.00 m.
i.
Se reservará el 2% de la capacidad de las butacas de la sala de espectáculos para ubicar a
discapacitados, en planta baja. En caso de adecuaciones se hará lo siguiente: será retirada de
los extremos de dos filas consecutivas, la última butaca, obteniendo una plaza libre igual a
1.20 m. Allí se ubicarán las sillas de ruedas, conservando los dos claros libres entre filas de
asientos, anterior y posterior a la mencionada.
j.
La reserva de espacio se realizará en forma alternada, evitando zonas segregadas del público
y la obstrucción de la salida.";Sí
ORD-408;Normas de arquitectura y construcción;Palcos y galerías.;Artículo 408;"Cada piso de palcos o galerías estará servido por escaleras independientes de los otros pisos. Estas
escaleras tendrán un ancho no inferior a 1.50 m.";Sí
ORD-409;Normas de arquitectura y construcción;Taquillas.;Artículo 409;"Las taquillas para ventas de boletos, se localizarán en el vestíbulo exterior de la sala de espectáculos
y no directamente en la calle. Deberá señalarse claramente su ubicación y no obstruirán la circulación
del público. El número de taquillas se calculará a razón de una por cada 500 personas o fracción,
para cada tipo de localidad.";Sí
ORD-410;Normas de arquitectura y construcción;Servicios sanitarios.;Artículo 410;"Los servicios sanitarios serán separados para ambos sexos y el número de piezas se determinará de
acuerdo a la siguiente relación:
a. Un inodoro, un urinario y un lavamanos para hombres, por cada 100 personas o fracción.
b. Un inodoro y un lavamanos para mujeres, por cada 100 personas o fracción.
c. Para cada sección se instalará por lo menos un bebedero con agua potable, el mismo que se
puede ubicar afuera de la unidad sanitaria.
d. Se preverá por lo menos una cabina de servicio sanitario para discapacitados, lo
suficientemente amplia.";Sí
ORD-411;Normas de arquitectura y construcción;Locales en pisos altos.;Artículo 411;"Los locales destinados a teatros, cines, espectáculos o reuniones que contengan salas en un piso alto,
deberán cumplir con las siguientes especificaciones:
a. Los vestíbulos, pasillos y las escaleras que conduzcan a la sala y demás locales, deberán ser
independientes y aislados del resto de los locales en la planta baja y estarán construidos todos
los elementos con materiales incombustibles.
b. Los locales localizados bajo el recinto ocupado por el teatro, no podrán destinarse al depósito
o expendio de materiales inflamables.
c. Las escaleras que accedan al vestíbulo principal, serán tramos rectos separados por descansos
y tendrán un ancho no menor a 1.80 m. El máximo de escalones por tramo, será de 10; la
altura de contrahuella no mayor a 0.17 m. y el ancho de la huella no menor a 0.30 m.,
debiendo en todo caso mantenerse la relación 2 ch+1h=0.64 m. Explicación: ch=
contrahuella; h=huella.";Sí
ORD-412;Normas de arquitectura y construcción;Talleres y habitaciones para empleados.;Artículo 412;"Los locales destinados a talleres y habitaciones para empleados tendrán accesos independientes de
los del público y escenario.";Sí
ORD-413;Normas de arquitectura y construcción;Accesos de vehículo y de servicio.;Artículo 413;"Los accesos de vehículos y servicio de los locales, serán independientes de los que se prevean para el
público.";Sí
ORD-414;Normas de arquitectura y construcción;Prevenciones contra incendio.;Artículo 414;"Los locales de reunión cumplirán con todas las disposiciones pertinentes de la Sección sexta, Capítulo
III referida a “Protecciones contra incendio” de la presente normativa, a más de las que se especifican
en el Reglamento.";Sí
ORD-415;Normas de arquitectura y construcción;Muros cortafuegos.;Artículo 415;"Las edificaciones comprendidas en esta sección, deberán separarse totalmente de los edificios por
medio de muros cortafuegos, desprovistos de vanos de comunicación.";Sí
ORD-416;Normas de arquitectura y construcción;Depósitos subterráneos.;Artículo 416;"Cuando el piso de un local no fuera incombustible, no podrá disponerse en el subsuelo ningún
depósito, maquinaria o instalación que pueda provocar incendio.";Sí
ORD-417;Normas de arquitectura y construcción;Estacionamientos.;Artículo 417;"El número de puestos de estacionamientos para edificios destinados a cultura se calculará de acuerdo
a lo especificado en el Capítulo IV, Sección Décima Tercera de esta Ordenanza.";Sí
ORD-418;Normas de arquitectura y construcción;Accesos de vehículos y de servicio.;Artículo 418;"Los accesos para los vehículos y servicio de los locales serán independientes de los que prevean para
el público.";Sí
ORD-419;Normas de arquitectura y construcción;Objeto.;Artículo 419;"Los siguientes artículos de esta sección a más de las pertinentes de la presente normativa, regularán
los procesos de planificación, construcción, remodelación y funcionamiento de las edificaciones
destinadas a la comercialización de derivados de petróleo situadas dentro del Cantón Riobamba.";Sí
ORD-420;Normas de arquitectura y construcción;Alcance.;Artículo 420;"Los establecimientos autorizados a operar en el país en el campo de la comercialización de derivados
de petróleo, que tengan como objeto el almacenamiento, llenado, trasiego y envió o entrega a
distribuidores, serán construidos y adecuados de conformidad con la correspondiente Legislación de
Hidrocarburos, el Reglamento Ambiental de operaciones hidrocarburíficas en el Ecuador (Decreto
1215- R.O. 265- 13/2,2000) y la presente Ordenanza Municipal.";Sí
ORD-421;Normas de arquitectura y construcción;Procedimiento.;Artículo 421;"Se desarrollará el siguiente procedimiento:
a. Informe de compatibilidad de Usos de Suelo
b. Licencia Urbanística de edificación de obra mayor.
c. Informe aprobatorio de finalización de edificación.";Sí
ORD-422;Normas de arquitectura y construcción;Clasificación de los establecimientos.;Artículo 422;"Los establecimientos a que se refiere esta sección se clasifican de la siguiente manera:
1. Gasolineras
2. Estaciones de servicio
3. Depósitos y surtidores privados";Sí
ORD-423;Normas de arquitectura y construcción;Definiciones:;Artículo 423;"1. Gasolineras. - Establecimiento destinado para la venta al detal de gasolinas, diesel al público
en general, suministrándolos directamente a través de surtidores.
2. Estaciones de servicio. - Establecimientos que a más de incluir una gasolinera prestan uno o
más de los siguientes servicios:
●
Lavado.
●
Engrasado.
●
Cambio de aceites.
●
Afinamiento de motores.
●
Alineación y balanceo.
●
Vulcanización al frío.
●
Venta de accesorios, productos y repuestos para vehículos.
Cualquier otra actividad comercial que preste servicio al automovilista, sin que interfiera en el
normal funcionamiento del establecimiento.
3. Depósitos y surtidores privados. - Surtidores de combustible o estaciones de servicio aislados
y para uso privado o institucional que funcionarán en locales internos con prohibición expresa
de extender dichos servicios al público.";Sí
ORD-424;Normas de arquitectura y construcción;Condiciones del terreno.;Artículo 424;"Los terrenos situados con frente a carreteras y autopistas donde vayan a instalarse estaciones de
servicio y gasolineras deberán cumplir con las siguientes condiciones:
a. Gasolineras:
Frente mínimo del terreno: 50.00 m.
Fondo mínimo del terreno: 30.00 m.
Observancia: conforme a derecho de vía.
b. Estaciones de servicio:
Frente mínimo del terreno: 50.00 m.
Fondo mínimo del terreno: 40.00m.
Observancia: conforme a derecho de vía:
Para terrenos fuera del perímetro urbano, donde vayan a instalarse estaciones de servicio y
gasolineras, deberán cumplir con las siguientes condiciones:
a. Gasolineras:
Frente mínimo del terreno: 30.00 m.
Área mínima del terreno: 750.00 m2.
b. Estaciones de servicio:
Frente mínimo del terreno: 30.00 m.
Área mínima del terreno: 1000.00 m2.";Sí
ORD-425;Normas de arquitectura y construcción;Distancias mínimas de localización.;Artículo 425;"Las distancias especificadas en los siguientes incisos se medirán desde los linderos más próximos
entre los lotes respectivos:
a. A 200.00 m. a partir del inicio-término de la rampa de los intercambiadores de tráfico que se
resuelven en dos o más niveles y túneles vehiculares.
b. A 150.00 m. de radio los linderos más próximos de los redondeles de tráfico.
c. A 200.00 m. de radio a los linderos más próximos de establecimientos educativos,
hospitalarios, coliseos, estadios, mercados, templos, orfanatos, etc. y otros lugares calificados
como de aglomeración humana por la Dirección de Gestión de Ordenamiento Territorial
Municipal.
d. A 1.000,00 m. de radio de plantas envasadoras de gas y centros de acopio aprobados por el
Municipio.
e. A 500.00 m. de oleoductos, poliductos, gasoductos y cualquier otra tubería de transporte de
petróleo crudo o derivados.
f. A no menos de 100.00 m. de estaciones o subestaciones eléctricas o líneas aéreas de
transmisión de alta tensión.
g. A una distancia no menor de 50.00 m. de los cortes de vías, quebradas y rellenos.
h. A 1.000,00 m. de distancia de la cabecera de la pista dentro del cono de aproximación y a
400.00 m. del borde exterior de la pista hacia la unión con el cono de aproximación del
Aeropuerto.
i.
A 150.00 m. del cruce o punto de llegada o enlace entre vías colectoras, arteriales y expresas.
j.
Se prohíbe la instalación de estaciones de servicio o gasolineras dentro del perímetro del
núcleo central de la Ciudad.
k. En los lugares donde las líneas de distribución para servicios particulares o de alumbrado
público sean aéreas, éstas deberán ser sustituidas por instalación subterránea hasta una
distancia no menor a 20.00 m. de los límites de la gasolinera.
l.
Se prohíbe la instalación de estaciones de servicio o gasolineras en las vías locales menores
a 15 m. de ancho.
m. En el Cantón Riobamba deberá existir una distancia mínima de 500 m. entre gasolineras, en
el mismo eje vial y en un radio de 200m.
Las distancias a que hacen relación los incisos del presente artículo se demostrarán en un plano de
ubicación a escala 1: 1000.";Sí
ORD-426;Normas de arquitectura y construcción;Condicionantes y características para la construcción de gasolineras o estaciones de servicio.;Artículo 426;"a. Las distancias mínimas entre ejes de accesos y salidas para vehículos serán 15.00 m. en vías
arteriales y colectoras.
b. En las áreas urbanas, los anchos de accesos y salidas no podrán ser menores a 5.00 m., ni
mayores a 8.00 m. medidos perpendicularmente al eje de los mismos. En zonas adyacentes
a carreteras tendrán un ancho mínimo de 7.00 m. y de 10.00 m. como máximo.
c. En las vías arteriales principales exceptuando las ubicadas en las áreas urbanas, el ancho de
ingreso y salida de vehículos será como mínimo 12 m. y máximo 15 m. Estas distancias se
medirán desde el borde exterior de las aceras.
d. El radio de giro mínimo dentro de las estaciones de servicio o gasolineras será 12.00 m. para
vehículos de carga, autobuses, y de 6.00 m. para los demás vehículos.
e. El ángulo que forma el eje de la vía con los ejes de accesos y salidas no será mayor a 45° ni
menor a 30°. Este ángulo se medirá desde el alineamiento del borde interior de la acera.
f. Las distancias de visibilidad significan que los vehículos que circulan por la carretera pueden
ver a dichas distancias un obstáculo de 1.20 m. de altura mínima, ubicado fuera de la vía a 3
m. del borde de la superficie de rodadura.
g. Toda estación de servicio o gasolineras, no podrá tener sobre la misma calle más de una
entrada y una salida.
h. En los casos en que una gasolinera o estación de servicio se vaya a construir sobre rellenos
éstos deberán ser compactados y controlados conforme lo exige la técnica en esta materia,
para lo cual se requerirá un estudio de suelos.
i.
La capa de rodadura podrá ser de concreto reforzado o pavimento asfáltico. El adoquín de
piedra o de hormigón será permitido excepto en la zona de expendio alrededor de las islas de
surtidores, y deberá tener una pendiente mínima positiva de 1% desde la línea de fábrica.";Sí
ORD-427;Normas de arquitectura y construcción;Características de los tanques de almacenamiento.;Artículo 427;"a. Los tanques serán subterráneos y protegidos exteriormente contra corrosión. Su diseño
tomará en consideración los esfuerzos a que están sometidos, tanto por la presión del suelo
como por las sobrecargas que deben soportar.
b. Las planchas de los tanques deberán tener un espesor mínimo de 4.00 mm. para tanques de
hasta 5.000 galones y de 6.00 mm. para tanque entre 5 y 10.000 galones, serán enterrados a
una profundidad mínima de 1.00 m., las excavaciones serán rellenadas con material inerte
como arena.
c. Si el caso lo requiere de acuerdo a lo que determine el estudio de suelos, los tanques serán
ubicados dentro de una caja formados por muros de contención de mampostería
impermeabilizada que evite la penetración de aguas y evite el volcamiento de tierras.
d. Los bordes superiores de los tanques quedarán a 0.90 m. cuando exista posibilidad de tránsito
vehicular y a no menos de 0.30 m. del nivel de piso terminado cuando no haya tráfico
vehicular.
e. No se permitirá la instalación de tanques bajo calzada, ni en los subsuelos de los edificios.
f. La distancia de los tanques a los linderos o propiedades vecinas debe ser de 6.00
g. m. como mínimo y podrá ocupar los retiros reglamentarios. También debe retirarse 5.00 m.
de toda clase de edificación propia del establecimiento.
h. Las cavidades que separan los tanques de las paredes de la bóveda serán llenadas con arena
lavada o tierra seca compactada hasta una altura de 0.50 m. del suelo.
i.
La descarga de los ductos de venteo no estará dentro de ninguna edificación, ni a una distancia
menor de 5.00 m. a cualquier edificio.
j.
Todo tanque debe poseer su respectivo ducto de ventilación (desfogadero de vapores) de un
diámetro mínimo de 38 mm. y construido de acero galvanizado con la boca de desfogue a
una altura de 4.00 m. sobre el nivel de piso terminado y situado en una zona totalmente libre
de materiales que puedan originar chispas (instalaciones eléctricas, equipos de soldadura y
otros).";Sí
ORD-428;Normas de arquitectura y construcción;Islas de surtidores.;Artículo 428;"Deberán observar las siguientes disposiciones:
a. Los surtidores deberán instalarse sobre isletas de protección, con una altura mínima sobre el
pavimento de 0.15 m. y han de estar protegidos contra los impactos que puedan ocasionar los
usuarios de las estaciones de servicio o gasolineras.
b. En caso de existir circulación de vehículos por ambos lados de la isla, el ancho de la zona de
abastecimiento no será menor a 8.00 m., cuando la circulación no sea por ambos lados, el
ancho de la zona de abastecimiento no será inferior a 6.00 m.
c. Deberán estar provistos de un dispositivo exterior que permita desconectarlos del sistema
eléctrico en caso de fuego u otro accidente. Cuando el sistema opere por bombas a control
remoto, cada conexión del surtidor deberá disponer de una válvula de cierre automático en la
tubería de gasolina inmediata a la base del mismo, que funcione automáticamente al
registrarse una temperatura de 80 grados centígrados o cuando el surtidor reciba un golpe que
pueda producir rotura en las tuberías.
d. Todos los surtidores estarán provistos de conexiones que permitan la descarga de la
electricidad estática.
e. Las zonas adyacentes a los surtidores o grupos de surtidores donde se detienen los vehículos
para su servicio, estarán provistas de una cubierta (marquesina) cuya altura mínima será de
4.50 m. desde el nivel de piso acabado al cielo raso, la isla con su cubierta será considerada
como área construida y será parte del coeficiente de ocupación del suelo.
f. Cuando tengan una misma alineación (colineales), la distancia mínima entre ellas será de
6.00 m. y de 8.00 m. para islas de diferente alineación o paralelas.";Sí
